"","TITLE"
"949","Yield curve spot rate, 27-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"950","Yield curve spot rate, 27-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"951","Yield curve spot rate, 28-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"952","Yield curve spot rate, 28-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"953","Yield curve spot rate, 28-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"954","Yield curve spot rate, 28-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"955","Yield curve spot rate, 28-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"956","Yield curve spot rate, 28-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"957","Yield curve spot rate, 28-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"958","Yield curve spot rate, 28-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"959","Yield curve spot rate, 28-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"960","Yield curve spot rate, 28-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"961","Yield curve spot rate, 28-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"962","Yield curve spot rate, 28-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"963","Yield curve spot rate, 29-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"964","Yield curve spot rate, 29-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"965","Yield curve spot rate, 29-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"966","Yield curve spot rate, 29-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"967","Yield curve spot rate, 29-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"968","Yield curve spot rate, 29-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"969","Yield curve spot rate, 29-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"970","Yield curve spot rate, 29-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"971","Yield curve spot rate, 29-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"972","Yield curve spot rate, 29-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"973","Yield curve spot rate, 29-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"974","Yield curve spot rate, 29-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"975","Yield curve spot rate, 2-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"976","Yield curve spot rate, 2-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"977","Yield curve spot rate, 2-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"978","Yield curve spot rate, 2-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"979","Yield curve spot rate, 2-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"980","Yield curve spot rate, 2-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"981","Yield curve spot rate, 2-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"982","Yield curve spot rate, 2-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"983","Yield curve spot rate, 2-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"984","Yield curve spot rate, 2-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"985","Yield curve spot rate, 2-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"986","Yield curve spot rate, 2-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"987","Yield curve spot rate, 30-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"988","Yield curve spot rate, 3-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"989","Yield curve spot rate, 3-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"990","Yield curve spot rate, 3-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"991","Yield curve spot rate, 3-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"992","Yield curve spot rate, 3-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"993","Yield curve spot rate, 3-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"994","Yield curve spot rate, 3-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"995","Yield curve spot rate, 3-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"996","Yield curve spot rate, 3-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"997","Yield curve spot rate, 3-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"998","Yield curve spot rate, 3-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"999","Yield curve spot rate, 3-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1000","Yield curve spot rate, 3-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1001","Yield curve spot rate, 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1002","Yield curve spot rate, 4-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1003","Yield curve spot rate, 4-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1004","Yield curve spot rate, 4-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1005","Yield curve spot rate, 4-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1006","Yield curve spot rate, 4-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1007","Yield curve spot rate, 4-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1008","Yield curve spot rate, 4-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1009","Yield curve spot rate, 4-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1010","Yield curve spot rate, 4-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1011","Yield curve spot rate, 4-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1012","Yield curve spot rate, 4-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1013","Yield curve spot rate, 4-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1014","Yield curve spot rate, 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1015","Yield curve spot rate, 5-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1016","Yield curve spot rate, 5-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1017","Yield curve spot rate, 5-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1018","Yield curve spot rate, 5-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1019","Yield curve spot rate, 5-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1020","Yield curve spot rate, 5-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1021","Yield curve spot rate, 5-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1022","Yield curve spot rate, 5-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1023","Yield curve spot rate, 5-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1024","Yield curve spot rate, 5-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1025","Yield curve spot rate, 5-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1026","Yield curve spot rate, 5-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1027","Yield curve spot rate, 6-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1028","Yield curve spot rate, 6-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1029","Yield curve spot rate, 6-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1030","Yield curve spot rate, 6-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1031","Yield curve spot rate, 6-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1032","Yield curve spot rate, 6-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1033","Yield curve spot rate, 6-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1034","Yield curve spot rate, 6-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1035","Yield curve spot rate, 6-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1036","Yield curve spot rate, 6-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1037","Yield curve spot rate, 6-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1038","Yield curve spot rate, 6-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1039","Yield curve spot rate, 6-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1040","Yield curve spot rate, 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1041","Yield curve spot rate, 7-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1042","Yield curve spot rate, 7-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1043","Yield curve spot rate, 7-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1044","Yield curve spot rate, 7-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1045","Yield curve spot rate, 7-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1046","Yield curve spot rate, 7-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1047","Yield curve spot rate, 7-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1048","Yield curve spot rate, 7-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1049","Yield curve spot rate, 7-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1050","Yield curve spot rate, 7-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1051","Yield curve spot rate, 7-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1052","Yield curve spot rate, 7-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1053","Yield curve spot rate, 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1054","Yield curve spot rate, 8-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1055","Yield curve spot rate, 8-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1056","Yield curve spot rate, 8-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1057","Yield curve spot rate, 8-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1058","Yield curve spot rate, 8-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1059","Yield curve spot rate, 8-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1060","Yield curve spot rate, 8-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1061","Yield curve spot rate, 8-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1062","Yield curve spot rate, 8-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1063","Yield curve spot rate, 8-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1064","Yield curve spot rate, 8-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1065","Yield curve spot rate, 8-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1066","Yield curve spot rate, 9-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1067","Yield curve spot rate, 9-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1068","Yield curve spot rate, 9-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1069","Yield curve spot rate, 9-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1070","Yield curve spot rate, 9-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1071","Yield curve spot rate, 9-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1072","Yield curve spot rate, 9-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1073","Yield curve spot rate, 9-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1074","Yield curve spot rate, 9-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1075","Yield curve spot rate, 9-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1076","Yield curve spot rate, 9-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1077","Yield curve spot rate, 9-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1078","Yield curve spot rate, 9-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1079","Yield curve parameters, Tau 1 - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
"1080","Yield curve parameters, Tau 2 - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)"
