"","Name","Clean_Company_Maturity","WKN","URL","ISIN","Company","Kupon_Maturity","Coupon","Maturity_Start","Maturity_End","is_green","last_price","DateTime","Volume.in.Euro","X.....","Currency","YTM","modified_duration","Kupon","Emittent","Branche","Fälligkeit","Schuldnerkündigungsart","Sonderkündigung","Nachrangig","Kleinste.handelbare.Einheit","Spezialist","Handelsmodell","Emissionsdatum","Emissionsvolumen","Umlaufendes.Volumen","Emissionswährung","Depotwährung","Notierungsaufnahme","Emission_year_2020.0","Emission_year_2021.0","Emission_year_2022.0","Emission_year_2023.0","Emission_year_2024.0","Emission_year_2025.0","Date","fälligkeit_datum","emission_datum","days_to_maturity","maturity_years"
"150","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,37% 23/35","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 37 23 35","DW6C25","https://www.boerse-frankfurt.de/anleihe/de000dw6c250-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-37-23-35","de000dw6c250","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 37 23 35",3.37,23,35,0,102.93,NA,0,"-0,50","Euro",3.04,6.447,"33.7","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","06,03,2035","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","06/03/2023",1.5e+07,1.5e+07,"EUR","EUR","06,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","06/03/2035","06/03/2023",3714,10.1753424657534
"151","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,18% 23/28","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 18 23 28","DW6C26","https://www.boerse-frankfurt.de/anleihe/de000dw6c268-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-18-23-28","de000dw6c268","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 18 23 28",4.18,23,28,0,103.85,NA,0,"-0,26","Euro",3.01,2.851,"41.8","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","15,06,2028","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","02/03/2023",3.5e+07,3.5e+07,"EUR","EUR","03,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","15/06/2028","02/03/2023",1259,3.44931506849315
"152","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,41% 23/36","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 41 23 36","DW6C27","https://www.boerse-frankfurt.de/anleihe/de000dw6c276-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-41-23-36","de000dw6c276","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 41 23 36",4.41,23,36,0,110.39,NA,0,"-0,50","Euro",3.31,6.116,"44.1","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","03,03,2036","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","03/03/2023",1.5e+07,1.5e+07,"EUR","EUR","06,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","03/03/2036","03/03/2023",4077,11.1698630136986
"153","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,1% 23/26","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 1 23 26","DW6C29","https://www.boerse-frankfurt.de/anleihe/de000dw6c292-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-1-23-26","de000dw6c292","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 1 23 26",3.1,23,26,0,100.03,NA,0,"-0,01","Euro",3.07,0.000983,"31","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","10,03,2026","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","10/03/2023",5e+06,5e+06,"EUR","EUR","13,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","10/03/2026","10/03/2023",431,1.18082191780822
"154","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,28% 23/33","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 28 23 33","DW6C2L","https://www.boerse-frankfurt.de/anleihe/de000dw6c2l7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-28-23-33","de000dw6c2l7","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 28 23 33",4.28,23,33,0,107.51,NA,0,"0,00","Euro",3.24,5.31,"42.8","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","28,02,2033","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","28/02/2023",3e+07,3e+07,"EUR","EUR","01,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","28/02/2033","28/02/2023",2978,8.15890410958904
"155","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,4% 23/33","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 4 23 33","DW6C3C","https://www.boerse-frankfurt.de/anleihe/de000dw6c3c4-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-4-23-33","de000dw6c3c4","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 4 23 33",3.4,23,33,0,102.27,NA,0,"-0,44","Euro",3.09,5.645,"34","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","21,03,2033","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","21/03/2023",1.5e+07,1.5e+07,"EUR","EUR","22,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","21/03/2033","21/03/2023",2999,8.21643835616438
"156","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,7% 23/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 7 23 27","DW6C3E","https://www.boerse-frankfurt.de/anleihe/de000dw6c3e0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-7-23-27","de000dw6c3e0","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 7 23 27",3.7,23,27,0,102,NA,0,"-0,17","Euro",2.76,1.881,"37","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","10,03,2027","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","10/03/2023",1e+08,1e+08,"EUR","EUR","13,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","10/03/2027","10/03/2023",796,2.18082191780822
"157","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,16% 23/26","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 16 23 26","DW6C3N","https://www.boerse-frankfurt.de/anleihe/de000dw6c3n1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-16-23-26","de000dw6c3n1","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 16 23 26",4.16,23,26,0,101.62,NA,0,"-0,09","Euro",2.78,1.003,"41.6","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","16,03,2026","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","16/03/2023",1e+07,1e+07,"EUR","EUR","17,03,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","16/03/2026","16/03/2023",437,1.1972602739726
"158","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,6% 23/26","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 6 23 26","DW6C3R","https://www.boerse-frankfurt.de/anleihe/de000dw6c3r2-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-6-23-26","de000dw6c3r2","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 6 23 26",2.6,23,26,0,99.95,NA,0,"-0,08","Euro",2.64,1.087,"26","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","17,04,2026","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","18/04/2023",5e+08,5e+08,"EUR","EUR","19,04,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","17/04/2026","18/04/2023",469,1.28493150684932
"159","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,2% 23/32","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 2 23 32","DW6C3U","https://www.boerse-frankfurt.de/anleihe/de000dw6c3u6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-2-23-32","de000dw6c3u6","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 2 23 32",4.2,23,32,0,106.1,NA,0,"-0,42","Euro",3.26,4.968,"42","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","30,03,2032","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","30/03/2023",3e+07,3e+07,"EUR","EUR","03,04,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","30/03/2032","30/03/2023",2643,7.24109589041096
"160","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,394% 23/33","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 394 23 33","DW6C45","https://www.boerse-frankfurt.de/anleihe/de000dw6c458-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-394-23-33","de000dw6c458","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 394 23 33",3.394,23,33,0,100.5,NA,0,"0,06","Euro",3.33,5.782,"33.94","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","24,05,2033","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","24/05/2023",7.5e+07,7.5e+07,"EUR","EUR","25,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","24/05/2033","24/05/2023",3063,8.39178082191781
"161","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,6% 23/28","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 6 23 28","DW6C47","https://www.boerse-frankfurt.de/anleihe/de000dw6c474-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-6-23-28","de000dw6c474","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 6 23 28",3.6,23,28,0,102.61,NA,0,"-0,27","Euro",2.79,2.842,"36","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","19,05,2028","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","19/05/2023",2.5e+07,2.5e+07,"EUR","EUR","22,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","19/05/2028","19/05/2023",1232,3.37534246575342
"162","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,748% 23/31","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 748 23 31","DW6C49","https://www.boerse-frankfurt.de/anleihe/de000dw6c490-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-748-23-31","de000dw6c490","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 748 23 31",3.748,23,31,0,102.47,NA,0,"0,00","Euro",3.35,5.372,"37.48","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","19,11,2031","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","19/05/2023",1.5e+07,1.5e+07,"EUR","EUR","22,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","19/11/2031","19/05/2023",2511,6.87945205479452
"163","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3% 23/26","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 23 26","DW6C4J","https://www.boerse-frankfurt.de/anleihe/de000dw6c4j7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-23-26","de000dw6c4j7","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 23 26",3,23,26,0,100.46,NA,0,"-0,09","Euro",2.66,1.159,"30","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","15,05,2026","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","17/05/2023",5e+08,5e+08,"EUR","EUR","18,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","15/05/2026","17/05/2023",497,1.36164383561644
"164","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,15% 23/28","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 15 23 28","DW6C4K","https://www.boerse-frankfurt.de/anleihe/de000dw6c4k5-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-15-23-28","de000dw6c4k5","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 15 23 28",3.15,23,28,0,101.01,NA,0,"-0,26","Euro",2.84,2.865,"31.5","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","17,05,2028","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","17/05/2023",5e+08,5e+08,"EUR","EUR","18,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","17/05/2028","17/05/2023",1230,3.36986301369863
"165","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,6% 23/38","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 6 23 38","DW6C4N","https://www.boerse-frankfurt.de/anleihe/de000dw6c4n9-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-6-23-38","de000dw6c4n9","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 6 23 38",3.6,23,38,0,104.15,NA,0,"-0,53","Euro",3.22,7.083,"36","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","03,05,2038","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","03/05/2023",2e+07,2e+07,"EUR","EUR","04,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","03/05/2038","03/05/2023",4868,13.3369863013699
"166","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,02% 23/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 02 23 27","DW6C4S","https://www.boerse-frankfurt.de/anleihe/de000dw6c4s8-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-02-23-27","de000dw6c4s8","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 02 23 27",3.02,23,27,0,100.65,NA,0,"-0,19","Euro",2.74,2.045,"30.2","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","17,05,2027","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","17/05/2023",2.5e+07,2.5e+07,"EUR","EUR","18,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","17/05/2027","17/05/2023",864,2.36712328767123
"167","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,75% 23/26","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 75 23 26","DW6C4W","https://www.boerse-frankfurt.de/anleihe/de000dw6c4w0-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-75-23-26","de000dw6c4w0","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 75 23 26",2.75,23,26,0,100.14,NA,0,"-0,09","Euro",2.65,1.202,"27.5","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","01,06,2026","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","01/06/2023",5e+08,5e+08,"EUR","EUR","02,06,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","01/06/2026","01/06/2023",514,1.40821917808219
"168","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,248% 23/30","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 248 23 30","DW6C4Y","https://www.boerse-frankfurt.de/anleihe/de000dw6c4y6-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-248-23-30","de000dw6c4y6","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 248 23 30",3.248,23,30,0,99.84,NA,0,"0,01","Euro",3.28,4.277,"32.48","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","30,05,2030","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","30/05/2023",5e+07,5e+07,"EUR","EUR","31,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","30/05/2030","30/05/2023",1973,5.40547945205479
"169","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,931% 23/29","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 931 23 29","DW6C50","https://www.boerse-frankfurt.de/anleihe/de000dw6c508-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-931-23-29","de000dw6c508","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 931 23 29",3.931,23,29,0,101.83,NA,0,"0,00","Euro",3.49,3.826,"39.31","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","26,06,2029","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","26/06/2023",1e+08,1e+08,"EUR","EUR","27,06,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","26/06/2029","26/06/2023",1635,4.47945205479452
"170","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,5% 23/31","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 5 23 31","DW6C53","https://www.boerse-frankfurt.de/anleihe/de000dw6c532-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-5-23-31","de000dw6c532","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 5 23 31",2.5,23,31,0,97.04,NA,0,"-0,40","Euro",3,4.912,"25","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","20,06,2031","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","20/06/2023",1e+07,1e+07,"EUR","EUR","21,06,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","20/06/2031","20/06/2023",2359,6.46301369863014
"171","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,26% 23/31","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 26 23 31","DW6C54","https://www.boerse-frankfurt.de/anleihe/de000dw6c540-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-26-23-31","de000dw6c540","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 26 23 31",4.26,23,31,0,106.1,NA,0,"-0,41","Euro",3.22,4.625,"42.6","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","27,06,2031","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","27/06/2023",8e+07,8e+07,"EUR","EUR","28,06,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","27/06/2031","27/06/2023",2366,6.48219178082192
"172","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,28% 23/32","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 28 23 32","DW6C55","https://www.boerse-frankfurt.de/anleihe/de000dw6c557-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-28-23-32","de000dw6c557","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 28 23 32",4.28,23,32,0,107.36,NA,0,"-0,44","Euro",3.18,5.062,"42.8","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","28,06,2032","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","28/06/2023",8e+07,8e+07,"EUR","EUR","29,06,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","28/06/2032","28/06/2023",2733,7.48767123287671
"173","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4,31% 23/33","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 31 23 33","DW6C56","https://www.boerse-frankfurt.de/anleihe/de000dw6c565-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-31-23-33","de000dw6c565","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 31 23 33",4.31,23,33,0,107.88,NA,0,"-0,45","Euro",3.25,5.424,"43.1","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","28,06,2033","","","Nein",100000,"BAADER BANK AG","Fortlaufende Auktion","28/06/2023",4.5e+07,4.5e+07,"EUR","EUR","29,06,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","28/06/2033","28/06/2023",3098,8.48767123287671
"174","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 4% 23/38","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 4 23 38","DW6C5A","https://www.boerse-frankfurt.de/anleihe/de000dw6c5a3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-4-23-38","de000dw6c5a3","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","4 23 38",4,23,38,0,109.03,NA,0,"-0,57","Euro",3.18,7.097,"40","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","24,05,2038","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","24/05/2023",4.5e+07,4.5e+07,"EUR","EUR","25,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","24/05/2038","24/05/2023",4889,13.3945205479452
"175","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,7% 23/30","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 7 23 30","DW6C5B","https://www.boerse-frankfurt.de/anleihe/de000dw6c5b1-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-7-23-30","de000dw6c5b1","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 7 23 30",3.7,23,30,0,104.16,NA,0,"-0,38","Euro",2.87,4.209,"37","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","24,05,2030","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","24/05/2023",1e+08,1e+08,"EUR","EUR","25,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","24/05/2030","24/05/2023",1967,5.38904109589041
"176","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,922% 23/36","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 922 23 36","DW6C5C","https://www.boerse-frankfurt.de/anleihe/de000dw6c5c9-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-922-23-36","de000dw6c5c9","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 922 23 36",3.922,23,36,0,101.31,NA,0,"0,26","Euro",3.78,6.41,"39.22","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","26,05,2036","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","26/05/2023",2.5e+07,2.5e+07,"EUR","EUR","29,05,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","26/05/2036","26/05/2023",4161,11.4
"177","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,96% 23/31","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 96 23 31","DW6C5D","https://www.boerse-frankfurt.de/anleihe/de000dw6c5d7-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-96-23-31","de000dw6c5d7","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 96 23 31",3.96,23,31,0,105.88,NA,0,"-0,41","Euro",2.96,4.767,"39.6","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","02,06,2031","","","",100000,"BAADER BANK AG","Fortlaufende Auktion","01/06/2023",1e+08,1e+08,"EUR","EUR","02,06,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","02/06/2031","01/06/2023",2341,6.41369863013699
"178","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 2,5% 23/27","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 2 5 23 27","DW6CZ6","https://www.boerse-frankfurt.de/anleihe/de000dw6cz61-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-2-5-23-27","de000dw6cz61","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","2 5 23 27",2.5,23,27,0,100.04,NA,5.002,"0,22","Euro",2.48,1.751,"25","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","11,01,2027","","","",1000,"ICF BANK AG WERTPAPIERHANDELSBANK","Fortlaufende Auktion","11/01/2023",3e+08,3e+08,"EUR","EUR","12,01,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","11/01/2027","11/01/2023",738,2.02191780821918
"179","DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main 3,2% 23/28","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main 3 2 23 28","DW6DA2","https://www.boerse-frankfurt.de/anleihe/de000dj9ab32-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-3-2-23-28","de000dj9ab32","dz bank ag deutsche zentral genossenschaftsbank frankfurt am main","3 2 23 28",3.2,23,28,0,101.16,NA,10.116,"-0,29","Euro",2.89,NA,"32","DZ BANK AG Deutsche Zentral-Genossenschaftsbank","Schuldverschreibungen von Sonderinstituten","22,12,2028","","","",1000,"BAADER BANK AG","Fortlaufende Auktion","22/12/2023",1e+08,1e+08,"EUR","EUR","27,12,2023",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"03/01/2025","22/12/2028","22/12/2023",1449,3.96986301369863
